Iteration number,Data misfit,Model misfit,Petrophysical misfit,Live cells count,Acceptance ratio,Log-likelihood ratio,Log-prior ratio,Log-petrophysical ratio
55,2.9668620764249227,15.3562306352228,0.0,0.0,1.3286023682780361e-05,0.05526344750378276,-11.284061373690065,0.0
56,2.9670157727424713,15.463842998025605,0.0,0.0,0.03648715494388134,0.005825945752705897,-3.316620945430259,0.0
57,2.967533912269673,0.0,6.040000000009022,0.0,1.0,0.01950112963656958,0.0,-0.4900000000022917
58,2.966520443362189,15.464578195147629,0.0,0.0,0.9407451130532731,-0.03834455800686709,-0.02273848624997754,0.0
59,2.9669230281651626,15.48568580158301,0.0,0.0,0.5283713978297541,0.015330153945523395,-0.6532859915141387,0.0
60,2.9669994922150447,15.488310786496042,0.0,0.0,0.9245859835429183,0.0028970467150386536,-0.08130627373998323,0.0
61,2.9673092876110716,0.0,5.760000000009531,0.0,1.0,0.011689569382345999,0.0,0.2799999999994913
62,2.9657593616475038,15.839954096096516,0.0,0.0,1.5485178045562345e-05,-0.059252499312440254,-11.016374747355258,0.0
63,2.9657499187972776,0.0,7.790000000000835,0.0,0.9996331843045675,-0.0003668829887664149,0.0,-2.029999999991304
64,2.9656891051645315,15.845450379164923,0.0,0.0,0.8381849885776166,-0.0023645006361473486,-0.17415195213300194,0.0
65,2.967172141014881,15.847123661187343,0.0,0.0,1.0,0.05681837527035849,-0.05303061438593204,0.0
66,2.9676676118740883,0.0,5.7100000000009805,0.0,1.0,0.01859046474622328,0.0,2.0799999999998544
67,2.9675764599809025,15.846443588619481,0.0,0.0,1.0,-0.0034053504968160064,0.021553925664306917,0.0
68,2.9678484787847745,15.846929114848415,0.0,0.0,0.9947684601514699,0.010142691462357245,-0.015387963730887577,0.0
69,2.967825670448101,15.921944559943016,0.0,0.0,0.09218071146455922,-0.0008481746413024904,-2.383156198868676,0.0
70,2.967808179896152,15.927406526317379,0.0,0.0,0.8397838106361494,-0.0006507038815937172,-0.17396008467838442,0.0
71,2.9679271058356904,0.0,2.5600000000080763,0.0,1.0,0.004419595974085144,0.0,3.1499999999929043
72,2.9679635619129723,0.0,2.3900000000042927,0.0,1.0,0.001352536418584127,0.0,0.17000000000378357
73,3.0137163037769685,15.92485679356162,0.0,0.0,1.0,0.859454200927914,0.08121475913173981,0.0
74,3.0111318540135144,16.210291313159104,0.0,0.0,0.0001034520525014865,-0.003921751416699032,-9.172480562035815,0.0
75,3.0072261712772317,16.21568443187967,0.0,0.0,0.8261795622168726,-0.01606600459150634,-0.17487713682317008,0.0
76,3.012569413248085,0.0,2.9600000000082582,0.0,1.0,0.018906905911687293,0.0,-0.5700000000039656
77,2.9941972380442086,0.0,7.44000000000011,0.0,0.851498667402848,-0.16075734388021007,0.0,-4.479999999991851
78,2.993991174679042,16.235238484122345,0.0,0.0,0.5284107176608911,-0.0033343812830643194,-0.6345470420225183,0.0
79,2.993969971084605,16.23522318227171,0.0,0.0,1.0,-0.0003450301121003252,0.0004968581544062545,0.0
80,2.994092726032474,16.392217250502462,0.0,0.0,0.005974098345215103,0.001992512379465322,-5.122314609497778,0.0
81,2.994170343700045,0.0,7.629999999995671,0.0,1.0,0.0012536399538125298,0.0,-0.18999999999556128
82,3.009101489182428,16.392306069415408,0.0,0.0,1.0,0.15152083879372438,-0.002911885722767238,0.0
83,3.0083397900591144,0.0,8.029999999996763,0.0,0.9965932571158136,-0.0034125590459279462,0.0,-0.4000000000010919
84,3.0083397900591144,0.0,0.0,0.0,0.19495318180540044,-0.679699977894677,-0.9552958646563638,0.0
85,3.0075139260835737,16.569146197482617,0.0,0.0,0.002928889568657323,-0.004224474433716379,-5.828907440159469,0.0
86,3.0069151175836937,16.571034651287043,0.0,0.0,0.9361421174649941,-0.0034042785286284155,-0.0625837006031702,0.0
87,3.006572763145377,0.0,7.899999999993815,0.0,0.9979269523840384,-0.002075199353454408,0.0,0.13000000000294776
88,3.0059614104412775,16.570361100910333,0.0,0.0,1.0,-0.003938967002355406,0.02232239959363369,0.0
89,3.005296338086615,0.0,7.69999999999418,0.0,0.9953860266202905,-0.004624650610515552,0.0,0.19999999999963514
90,3.0041575974013326,16.57040068638191,0.0,0.0,0.9899984752570322,-0.008739983315340157,-0.001311892683759197,0.0
91,3.0047439651109746,16.571051047924218,0.0,0.0,0.9832184855170124,0.004630006137450987,-0.021553925664306917,0.0
92,3.003900765573785,0.0,6.739999999995925,0.0,0.9932780988367119,-0.00674459489476395,0.0,0.9599999999982547
93,3.0658845962153793,16.57119599155466,0.0,0.0,0.35883272887936524,-1.020095177738161,-0.004803757606907766,0.0
94,3.0657978640839367,16.57119373444968,0.0,0.0,1.0,0.003574775768423022,7.480585298935694e-05,0.0
95,3.06649573437947,0.0,6.289999999993561,0.0,0.9714803710046872,-0.028934215201817493,0.0,0.4500000000023645
96,3.0654178496407987,16.575666371971263,0.0,0.0,0.901470606729407,0.04452604851634945,-0.1482538902347983,0.0
97,3.0654178496407987,16.575666371971263,0.0,0.0,0.0,-3871.418180650646,-2.585616583368278,0.0
98,3.0654178496407987,16.575666371971263,0.0,0.0,0.5451434179859758,-0.004708200661587281,-0.6019981660079452,0.0
99,3.069748372858728,0.0,7.819999999996689,0.0,0.8315010975120108,-0.18452266043179266,0.0,-1.5300000000031284
100,3.069748372858728,0.0,10.270000000004512,0.0,9.596503473920811e-06,-11.554111747301814,0.0,-2.4500000000078224
101,3.069729629023543,16.576136296324744,0.0,0.0,0.9853603758175492,0.0008309984879304455,-0.015578839435647751,0.0
102,3.0776724042581636,16.578785228521962,0.0,0.0,0.6280474255704398,-0.3773144578176195,-0.08782513912342438,0.0
103,3.0776724042581636,16.578785228521962,6.219999999999599,0.0,0.00017358758431213584,-8.658828277234935,0.0,1.59999999999709
104,3.071166744354345,16.879269820111546,0.0,0.0,5.883082073339892e-05,0.31278532841830153,-10.053630006670346,0.0
105,3.058947080357455,16.96277439546334,0.0,0.0,0.09729733060251977,0.4959818063797614,-2.825965531258305,0.0
106,3.058947080357455,16.96277439546334,5.230000000008221,0.0,0.010464553351121657,-4.5597616042509355,0.0,2.5899999999884677
107,3.056130857195403,17.01921980105629,0.0,0.0,0.16190297854859245,0.09736942427097894,-1.9181274452798789,0.0
108,3.0516052455798968,0.0,7.819999999996689,0.0,1.0,0.14318010760595012,0.0,0.0
109,3.052461794653517,17.039636438119295,0.0,0.0,0.4861638910127755,-0.02584218100663771,-0.6953673066162196,0.0
110,3.049216741676911,0.0,6.139999999994289,0.0,1.0,0.09480328125930237,0.0,1.6800000000024005
111,3.0513253364529516,0.0,6.939999999996472,0.0,0.9411587475628618,-0.06064345270819438,0.0,-0.800000000002183
112,3.0513253364529516,0.0,2.260000000004984,0.0,0.21129129780416983,-1.5545175392869175,0.0,4.679999999991487
113,3.0460802400613627,17.040610874094963,0.0,0.0,1.0,0.14426913493183224,-0.03320901904066886,0.0
114,3.0615538401696933,0.0,2.590000000007567,0.0,0.6132894798338056,-0.48891821987445083,0.0,4.3499999999889045
115,3.0615538401696933,0.0,0.0,0.0,0.7074959518508468,-0.3366606642209715,-0.009362707025729833,0.0
116,3.0615538401696933,0.0,6.550000000000364,0.0,0.9234979360179872,-0.07958671430149888,0.0,-3.959999999992797
117,3.0615538401696933,0.0,3.7900000000081127,0.0,0.7395177611983864,-0.30175697927198986,0.0,-1.2000000000005455
118,3.0401322308017975,17.054126230832278,0.0,0.0,1.0,0.6258906645174984,-0.46080253483808065,0.0
119,3.0413005382816807,17.054170752014933,0.0,0.0,0.9741509642317355,-0.024670451552097517,-0.0015185417200882512,0.0
120,3.04226576866837,17.068642089916892,0.0,0.0,0.5974954018535635,-0.02120593604778681,-0.49380275480086766,0.0
121,3.041956551932167,17.06882707075556,0.0,0.0,1.0,0.0068745756166685434,-0.006314777675299865,0.0
122,3.040579660288217,17.13921131968164,0.0,0.0,0.09273360469795237,0.029682727470104475,-2.407707089345365,0.0
123,3.0403756992527002,17.141886011650985,0.0,0.0,0.9162890553375893,0.004267974240734218,-0.09169137573252328,0.0
124,3.040001117569974,17.1631283338686,0.0,0.0,0.48628200469313,0.007751601612231929,-0.7287181684073971,0.0
125,3.0357562200723573,17.236152170900336,0.0,0.0,0.08786382226843119,0.08000031628798646,-2.511967453589193,0.0
126,3.035691130568794,17.24665906931982,0.0,0.0,0.6968445522660134,0.0011144778154300594,-0.36230739491918484,0.0
127,3.03497991087574,0.0,3.550000000005821,0.0,1.0,0.011956820596020074,0.0,-0.9599999999982538
128,3.034947269118858,17.336766996602787,0.0,0.0,0.04434737369374031,0.0005390514356296006,-3.1162408411441334,0.0
129,3.0349078431913155,17.35645148558614,0.0,0.0,0.5054691216381385,0.0006499498311071938,-0.6829182770094917,0.0
130,3.0285069342104745,17.356535255775654,0.0,0.0,1.0,0.08903156358172498,-0.0029079134780545246,0.0
131,3.030687637154732,17.45552543631166,0.0,0.0,0.03103304068317476,-0.026650640859288893,-3.44605217274011,0.0
132,3.0304143151453666,17.509523986014624,0.0,0.0,0.15190299915808514,0.0035488338154999605,-1.8880619590979677,0.0
133,3.0302241332395403,17.508862001482978,0.0,0.0,1.0,0.0024340763469860305,0.02318162984687433,0.0
134,3.0298145496683504,17.586219649810534,0.0,0.0,0.06655483270306138,0.0051438652567961235,-2.7148729844075774,0.0
135,3.0290948458187805,0.0,9.310000000018992,0.0,1.0,0.008713493042177348,0.0,-5.760000000013171
136,3.0296862766472796,17.586570546058834,0.0,0.0,0.9807162185600411,-0.0071301388602416915,-0.012342000121975616,0.0
137,3.0273617769375276,0.0,15.390000000015206,0.0,1.0,0.026412166963046504,0.0,-6.079999999996215
138,3.0370580569845065,17.59517517475583,0.0,0.0,0.6430765295945726,-0.13876568339974676,-0.3027258588398354,0.0
139,3.0361888573067204,17.595697581359964,0.0,0.0,0.9971285000611003,0.015508313728823997,-0.01838394433303847,0.0
140,3.0296512308735633,17.770267749006187,0.0,0.0,0.002296045481928487,0.09727550517371597,-6.17384249669243,0.0
141,3.022092279364738,17.982454631809432,0.0,0.0,0.0005440830187742437,0.06984999900428872,-7.586258713715154,0.0
142,3.021697183388053,0.0,14.740000000012296,0.0,1.0,0.0023939183080967687,0.0,0.65000000000291
143,3.0217529136282715,0.0,14.790000000013569,0.0,0.9996699456445655,-0.00033010883536120986,0.0,-0.05000000000127258
144,3.024828210433399,0.0,14.660000000010623,0.0,0.9781741614681747,-0.02206754559072756,0.0,0.13000000000294598
145,3.0239077859233476,0.0,14.460000000010986,0.0,1.0,0.007398090461849194,0.0,0.1999999999996369
146,3.03647111813445,18.075809453308334,0.0,0.0,0.029431124365259218,-0.15948970550824018,-3.366212807226418,0.0
147,2.9901060063831246,18.09180859303715,0.0,0.0,0.539592190812793,-0.03829085214920486,-0.5786507747819769,0.0
148,2.9912962626020705,18.103606605169684,0.0,0.0,0.6672816170601146,0.02249083995940629,-0.4270339476504432,0.0
149,2.991445468685273,18.103458048807607,0.0,0.0,1.0,0.002739425498429926,0.005378789806513851,0.0
150,2.9868033895731267,0.0,12.110000000001165,0.0,0.9106732319647299,-0.09357113765385855,0.0,2.350000000009821
151,2.9985766955700446,18.16564759857016,0.0,0.0,0.12850002650009976,0.2037331820804762,-2.255559350500903,0.0
152,2.997851676961656,0.0,13.979999999996398,0.0,0.9907013794411197,-0.009342122613771917,0.0,-1.8699999999952333
153,2.9778925539068224,18.16643819732623,0.0,0.0,0.6369657247675335,-0.4223153302942766,-0.028724101835678084,0.0
154,2.9778253716380307,0.0,14.579999999995307,0.0,0.9980422434075175,-0.0019596755028354895,0.0,-0.599999999998909
155,2.9778253716380307,0.0,0.0,0.0,1.9410331918933576e-24,-52.73501938652739,-1.8638024408803062,0.0
156,2.9733625011923177,18.166460558314167,0.0,0.0,0.87015918918237,-0.13826666848908786,-0.0008124395108097815,0.0
157,2.9741113374509425,0.0,12.110000000001165,0.0,1.0,0.02431259350743764,0.0,2.469999999994142
158,2.9741113374509425,0.0,13.389999999998837,0.0,0.8546340437663148,-0.15708192065841575,0.0,-1.2799999999976723
159,2.972366106660138,18.17892749602017,0.0,0.0,0.6002110308574844,-0.05735827873471555,-0.45311568877377795,0.0
160,2.989991417974732,18.261354021535144,0.0,0.0,0.0791560807962215,0.4673121249050698,-3.0036457942796915,0.0
161,3.0117835404532847,18.39950307071106,0.0,0.0,0.00798277899714678,0.23419386638065715,-5.064662549267894,0.0
162,3.017360090241834,0.0,10.25999999999498,0.0,0.9988811472480241,-0.0011194791349799682,0.0,1.850000000006185
163,3.0205526429069405,18.399584000008645,0.0,0.0,0.9852918865324312,-0.01183922593409828,-0.0029781242684521203,0.0
164,3.0290176793596038,18.547239694596314,0.0,0.0,0.003980796608134292,-0.07086441148119883,-5.45540891543493,0.0
165,3.028049011725025,18.546740003073914,0.0,0.0,1.0,0.01101372367174086,0.01853554718701389,0.0
166,3.028049011725025,18.546740003073914,0.0,0.0,9.082258519633996e-10,-20.895219523515518,0.07569149090119254,0.0
167,3.039265264695039,18.568636414315968,0.0,0.0,0.37299217840027465,-0.17350428355561107,-0.8126935454388331,0.0
168,3.0407901807060163,18.575822930410343,0.0,0.0,0.7420787757099431,-0.031360619827247194,-0.2669392548978067,0.0
169,3.0407249723141554,18.57528429402192,0.0,0.0,1.0,0.0013791155299528457,0.020010938221332708,0.0
170,3.037977283480168,0.0,7.739999999999563,0.0,1.0,0.0550202643373541,0.0,2.5199999999954166
171,3.0308847472368208,0.0,0.4600000000009822,0.0,1.0,0.11410548649097253,0.0,7.279999999998581
172,3.022540010713958,0.0,0.3100000000017098,0.0,1.0,0.08272302982266828,0.0,0.14999999999927238
173,3.0228754608457997,0.0,0.7100000000028013,0.0,0.9977518336368266,-0.0022506972831692618,0.0,-0.4000000000010915
174,3.0229088021840878,18.57529412485779,0.0,0.0,0.9994063334754073,-0.00022862157533094785,-0.0003652212390079512,0.0
175,3.0210129165067108,0.0,2.779999999995853,0.0,1.0,0.011587620698154787,0.0,-2.0699999999930516
176,3.038621816532515,18.597371845011725,0.0,0.0,0.3538123572356624,-0.21830085402977933,-0.8206877166583695,0.0
177,3.0383776981590644,18.600435316014504,0.0,0.0,0.8965220440771502,0.004722006408594159,-0.11395440360473685,0.0
178,3.0231286529044583,18.600423644305135,0.0,0.0,1.0,0.2004614446276139,0.0004341976140835868,0.0
179,3.022985473624152,18.6004361007452,0.0,0.0,1.0,0.0010006722526589885,-0.0004633902798332201,0.0
180,3.022690961174327,18.60086718620403,0.0,0.0,0.9860677926048703,0.002006769330906242,-0.016036940896583474,0.0
181,3.007534787049059,18.60092037553982,0.0,0.0,1.0,0.00960287065780174,-0.0019787383704965578,0.0
182,3.014217976822067,18.640698369835278,0.0,0.0,0.23154507725104817,0.018416191743286486,-1.4813968980071763,0.0
183,3.0130201119466444,0.0,4.209999999992797,0.0,0.9993276619544627,-0.0006725641661197583,0.0,-1.429999999996944
184,3.0145318023245253,18.651501258821288,0.0,0.0,0.6688439611901987,0.000659004705361241,-0.40286349263254806,0.0
185,3.0124463349313886,18.651197302958227,0.0,0.0,1.0,-0.0013877737533647195,0.011338373935871005,0.0
186,3.012488694260575,18.651711915368516,0.0,0.0,0.9810481538346078,6.28058797938545e-05,-0.01919654002358584,0.0
187,3.022738753935651,18.651283811187916,0.0,0.0,0.989028724587491,-0.027001472128303065,0.015969568419393454,0.0
188,3.023680296361905,0.0,1.6499999999974535,0.0,0.993327134504203,-0.006695228602278672,0.0,2.5599999999953433
189,3.034164382252263,18.68748850143672,0.0,0.0,0.2289377739520435,-0.12246635597078126,-1.3518386858493159,0.0
190,3.028542874130717,0.0,1.999999999996362,0.0,1.0,0.07659978217076151,0.0,-0.3499999999989085
191,3.031258596790791,18.69411485502389,0.0,0.0,0.7546115443464848,-0.03384845144335638,-0.24770372149521336,0.0
192,3.0310814504543955,18.694177617120634,0.0,0.0,1.0,0.0023878111359210974,-0.0023465676291039017,0.0
193,3.025791903707364,18.694884302011353,0.0,0.0,1.0,0.05973293137917347,-0.026422285136447954,0.0
194,2.9939892071151744,18.702025731936303,0.0,0.0,0.6840088327311004,-0.11271703567626715,-0.26706741241713416,0.0
195,3.004959440185511,18.79247405457622,0.0,0.0,0.03834932087199801,0.13029615390401952,-3.3913146139129253,0.0
196,3.032925946437235,18.875430214782504,0.0,0.0,0.039629184109909676,-0.1034047584763047,-3.1247847012037937,0.0
197,3.0421312006644667,18.945153877630187,0.0,0.0,0.06033180770893941,-0.17090616933439168,-2.636989653961905,0.0
198,3.0438111169150006,0.0,0.7199999999986904,0.0,0.9622278038193292,-0.03850405404267643,0.0,1.2799999999976717
199,3.0622830154612424,19.09039764030053,0.0,0.0,0.002250273416839196,-0.5722769338474407,-5.524426617705956,0.0
200,3.067016805463525,19.112714758537887,0.0,0.0,0.35233212111201806,-0.1905976458983747,-0.852583376440009,0.0
201,3.067016805463525,19.112714758537887,0.5199999999990541,0.0,0.3918005703616255,-0.9370023177258815,0.0,0.19999999999963625
202,3.068499191552414,0.0,0.9199999999983265,0.0,0.9385946722420144,-0.06337155191961075,0.0,-0.19999999999963614
203,3.068499191552414,0.0,0.0,0.0,1.4160622114211083e-50,-115.08575780278633,0.30438308200990605,0.0
204,3.068343640939065,19.117094762338574,0.0,0.0,0.8515352230716076,0.006732297175105373,-0.16744671100093456,0.0
205,3.0686956321143644,19.129160641885026,0.0,0.0,0.6208059673597519,-0.015261986978398534,-0.46147471081019376,0.0
206,3.0686956321143644,19.129160641885026,0.0,0.0,0.007540684113917257,-3.249272251123534,-1.638170118665812,0.0
207,3.067715299424735,19.12870070678795,0.0,0.0,1.0,0.0422598560790417,0.017596133173299222,0.0
208,3.122313172621418,19.161804999128133,0.0,0.0,0.008294782675439559,-3.524548460405603,-1.2675800947421294,0.0
209,3.122803532487436,19.1642157893262,0.0,0.0,0.8738415217820313,-0.04246024971251483,-0.09239599524767073,0.0
210,3.1257795675271014,0.0,6.6799999999878485,0.0,0.769648584648,-0.2618212518831138,0.0,-5.759999999989522
211,3.1257795675271014,0.0,0.0,0.0,0.016585223842903948,-4.182052425666539,0.08280931570044459,0.0
212,3.1480932148306557,19.194800688383566,0.0,0.0,0.034665648168748404,-2.188799401777495,-1.1732066469106144,0.0
213,3.177668869420741,19.3004662164217,0.0,0.0,0.0005092182161308541,-3.51501121343603,-4.067622704465123,0.0
214,3.17508568842577,0.0,7.129999999990214,0.0,1.0,0.33489680616693285,0.0,-0.4500000000023654
215,3.170350892590728,0.0,2.1800000000033104,0.0,1.0,0.5999835165604956,0.0,4.949999999986904
216,3.1713604036548158,19.301003330428085,0.0,0.0,0.8631625478314048,-0.12641886360989218,-0.02073338996063967,0.0
217,3.1713604036548158,19.301003330428085,0.0,0.0,0.11662231518120206,-1.3776423637606872,-0.7711722772732514,0.0
218,3.17227734791125,0.0,1.4100000000006183,0.0,0.8908907219897126,-0.11553350550921415,0.0,0.7700000000026921
219,3.184908610861625,19.336521002190764,0.0,0.0,0.048205306773590334,-1.6599712579802954,-1.3723149069685974,0.0
220,3.1887631076730614,19.336342848066643,0.0,0.0,0.5915098061174591,-0.5319667474980125,0.006889730186514953,0.0
221,3.1840758075559314,19.346433997403626,0.0,0.0,1.0,0.6453421433549877,-0.390353677916778,0.0
222,3.1935301065990105,19.392175409952685,0.0,0.0,0.04542724263769426,-1.3196845813199296,-1.7719587144787852,0.0
223,3.1935301065990105,19.392175409952685,0.0,0.0,1.2587911155157618e-20,-45.75891307688862,-0.06263695470886432,0.0
224,3.1935301065990105,19.392175409952685,0.0,0.0,0.000563816227701187,-4.58616779419944,-2.894614402772561,0.0
225,3.1935301065990105,19.392175409952685,0.0,0.0,0.241089837605449,-1.433216232665714,0.01063058785979365,0.0
226,3.2018581483861097,19.420215977800716,0.0,0.0,0.09925792211209163,-1.2217120487784872,-1.0883214940525932,0.0
227,3.2018581483861097,19.420215977800716,1.1400000000024737,0.0,0.3126068482225072,-1.1628089539330357,0.0,0.2699999999981446
228,3.2061334336938043,19.43432850706459,0.0,0.0,0.30207879603440396,-0.6487314855410435,-0.5483358960771625,0.0
229,3.2061334336938043,19.43432850706459,0.0,0.0,0.1333697485908794,-1.6241091558519258,-0.39052078754770037,0.0
230,3.1662460480078796,19.46519104898704,0.0,0.0,1.0,5.4843196061441475,-1.2005380530619618,0.0
231,3.1662460480078796,19.46519104898704,1.1700000000001456,0.0,0.6966377870541803,-0.3614896775398453,0.0,0.24000000000047272
232,3.1752212261107786,19.484332886998978,0.0,0.0,0.15433474700957464,-1.1230658758920136,-0.7455654778246981,0.0
233,3.19098104039947,19.58147168893027,0.0,0.0,0.0026777944217727385,-2.127956347253413,-3.794805452987873,0.0
234,3.1984465676694023,19.583709013789317,0.0,0.0,0.31192020955732114,-1.077382630082564,-0.08762523239511211,0.0
235,3.1983656362040174,19.583207960203914,0.0,0.0,1.0,0.011918629360915034,0.019624724178981978,0.0
236,3.193974574164721,0.0,2.4600000000037108,0.0,1.0,0.6388089808057362,0.0,-1.0500000000030925
237,3.193974574164721,0.0,0.0,0.0,0.034341224761821595,-3.3501291303312897,-0.02127962806849837,0.0
238,3.191157557866441,0.0,2.1400000000042927,0.0,1.0,0.40169567344167945,0.0,0.3199999999994181
239,3.191234776802174,19.583709013789317,0.0,0.0,0.9699107507198766,-0.010926497106003907,-0.019624724178981978,0.0
